Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-03-21 09:05,Bench Press,1,1,0,85 lbs x 5 reps,85 lbs,5
2014-03-21 09:05,Bench Press,1,2,0,105 lbs x 5 reps,105 lbs,5
2014-03-21 09:05,Bench Press,1,3,0,135 lbs x 3 reps,135 lbs,3
2014-03-21 09:05,Bench Press,1,4,0,160 lbs x 5 reps,160 lbs,5
2014-03-21 09:05,Bench Press,1,5,0,180 lbs x 3 reps,180 lbs,3
2014-03-21 09:05,Bench Press,1,6,0,200 lbs x 3 reps,200 lbs,3
2014-03-21 09:05,Chin-Up,2,1,0,5 reps,,5
2014-03-21 09:05,Chin-Up,2,2,0,5 reps,,5
2014-03-21 09:05,Chin-Up,2,3,0,5 reps,,5
2014-03-21 09:05,Chin-Up,2,4,0,5 reps,,5
2014-03-21 09:05,Squat,3,1,0,45 lbs x 5 reps,45 lbs,5
2014-03-21 09:05,Squat,3,2,0,95 lbs x 5 reps,95 lbs,5
