Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-03-07 11:34,Deadlift,1,1,0,140 lbs x 5 reps,140 lbs,5
2014-03-07 11:34,Deadlift,1,2,0,175 lbs x 5 reps,175 lbs,5
2014-03-07 11:34,Deadlift,1,3,0,210 lbs x 3 reps,210 lbs,3
2014-03-07 11:34,Deadlift,1,4,0,230 lbs x 5 reps,230 lbs,5
2014-03-07 11:34,Deadlift,1,5,0,265 lbs x 5 reps,265 lbs,5
2014-03-07 11:34,Deadlift,1,6,0,300 lbs x 5 reps,300 lbs,5
2014-03-07 11:34,Overhead Press,2,1,0,60 lbs x 5 reps,60 lbs,5
2014-03-07 11:34,Overhead Press,2,2,0,70 lbs x 5 reps,70 lbs,5
2014-03-07 11:34,Overhead Press,2,3,0,85 lbs x 3 reps,85 lbs,3
2014-03-07 11:34,Overhead Press,2,4,0,95 lbs x 5 reps,95 lbs,5
2014-03-07 11:34,Overhead Press,2,5,0,105 lbs x 5 reps,105 lbs,5
2014-03-07 11:34,Overhead Press,2,6,0,120 lbs x 6 reps,120 lbs,6
