Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-03-26 09:16,Squat,1,1,0,90 lbs x 5 reps,90 lbs,5
2014-03-26 09:16,Squat,1,2,0,115 lbs x 5 reps,115 lbs,5
2014-03-26 09:16,Squat,1,3,0,135 lbs x 5 reps,135 lbs,5
2014-03-26 09:16,Squat,1,4,0,135 lbs x 5 reps,135 lbs,5
2014-03-26 09:16,Overhead Press,2,1,0,75 lbs x 5 reps,75 lbs,5
2014-03-26 09:16,Overhead Press,2,2,0,90 lbs x 5 reps,90 lbs,5
2014-03-26 09:16,Overhead Press,2,3,0,105 lbs x 5 reps,105 lbs,5
2014-03-26 09:16,Overhead Press,2,4,0,120 lbs x 5 reps,120 lbs,5
2014-03-26 09:16,Deadlift,3,1,0,160 lbs x 5 reps,160 lbs,5
2014-03-26 09:16,Deadlift,3,2,0,195 lbs x 5 reps,195 lbs,5
2014-03-26 09:16,Deadlift,3,3,0,225 lbs x 5 reps,225 lbs,5
2014-03-26 09:16,Deadlift,3,4,0,260 lbs x 5 reps,260 lbs,5
