Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-03-28 08:03,Squat,1,1,0,95 lbs x 5 reps,95 lbs,5
2014-03-28 08:03,Squat,1,2,0,115 lbs x 5 reps,115 lbs,5
2014-03-28 08:03,Squat,1,3,0,135 lbs x 5 reps,135 lbs,5
2014-03-28 08:03,Squat,1,4,0,160 lbs x 5 reps,160 lbs,5
2014-03-28 08:03,Squat,1,5,0,185 lbs x 3 reps,185 lbs,3
2014-03-28 08:03,Squat,1,6,0,135 lbs x 8 reps,135 lbs,8
2014-03-28 08:03,Bench Press,2,1,0,95 lbs x 5 reps,95 lbs,5
2014-03-28 08:03,Bench Press,2,2,0,115 lbs x 5 reps,115 lbs,5
2014-03-28 08:03,Bench Press,2,3,0,135 lbs x 5 reps,135 lbs,5
2014-03-28 08:03,Bench Press,2,4,0,160 lbs x 5 reps,160 lbs,5
2014-03-28 08:03,Bench Press,2,5,0,185 lbs x 3 reps,185 lbs,3
2014-03-28 08:03,Bench Press,2,6,0,135 lbs x 8 reps,135 lbs,8
2014-03-28 08:03,Chin-Up,3,1,0,5 reps,,5
2014-03-28 08:03,Chin-Up,3,2,0,5 reps,,5
2014-03-28 08:03,Chin-Up,3,3,0,5 reps,,5
2014-03-28 08:03,Chin-Up,3,4,0,5 reps,,5
2014-03-28 08:03,Bodyweight Dip,4,1,0,8 reps,,8
2014-03-28 08:03,Bodyweight Dip,4,2,0,8 reps,,8
2014-03-28 08:03,Bodyweight Dip,4,3,0,8 reps,,8
2014-03-28 08:03,Curl,5,1,0,45 lbs x 8 reps,45 lbs,8
2014-03-28 08:03,Curl,5,2,0,45 lbs x 8 reps,45 lbs,8
2014-03-28 08:03,Curl,5,3,0,45 lbs x 8 reps,45 lbs,8
2014-03-28 08:03,EZ-Bar Skullcrusher,6,1,0,45 lbs x 8 reps,45 lbs,8
2014-03-28 08:03,EZ-Bar Skullcrusher,6,2,0,45 lbs x 8 reps,45 lbs,8
2014-03-28 08:03,EZ-Bar Skullcrusher,6,3,1,45 lbs x 8 reps,45 lbs,8
