Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-07-28 20:43,Foam Rolling,1,1,0,15:00,900 sec,,
2013-07-28 20:43,Deadlift,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-07-28 20:43,Deadlift,2,2,0,185 lbs x 5 reps,,185 lbs,5
2013-07-28 20:43,Deadlift,2,3,0,225 lbs x 3 reps,,225 lbs,3
2013-07-28 20:43,Deadlift,2,4,0,275 lbs x 3 reps,,275 lbs,3
2013-07-28 20:43,Deadlift,2,5,0,285 lbs x 2 reps,,285 lbs,2
2013-07-28 20:43,Deadlift,2,6,0,285 lbs x 2 reps,,285 lbs,2
2013-07-28 20:43,Deadlift,2,7,0,290 lbs x 1 reps,,290 lbs,1
2013-07-28 20:43,Deadlift,2,8,0,290 lbs x 1 reps,,290 lbs,1
2013-07-28 20:43,Deadlift,2,9,0,290 lbs x 1 reps,,290 lbs,1
2013-07-28 20:43,Bulgarian Split Squat,3,1,0,60 lbs x 5 reps,,60 lbs,5
2013-07-28 20:43,Bulgarian Split Squat,3,2,0,60 lbs x 5 reps,,60 lbs,5
2013-07-28 20:43,Bulgarian Split Squat,3,3,0,60 lbs x 5 reps,,60 lbs,5
2013-07-28 20:43,Bulgarian Split Squat,3,4,1,60 lbs x 5 reps,,60 lbs,5
2013-07-28 20:43,Chin-Up,4,1,0,12 reps,,,12
2013-07-28 20:43,Push Up,5,1,0,30 reps,,,30
