Performed At,Exercise,Exercise#,Set#,IsPR,String,Reps,Weight
2012-04-08 21:23,Chin-Up,1,1,0,6 reps,6,
2012-04-08 21:23,Chin-Up,1,2,0,5 reps,5,
2012-04-08 21:23,Chin-Up,1,3,0,5 reps,5,
2012-04-08 21:23,Goblet Squat,2,1,0,18 lbs x 8 reps,8,18 lbs
2012-04-08 21:23,Goblet Squat,2,2,0,18 lbs x 8 reps,8,18 lbs
2012-04-08 21:23,Goblet Squat,2,3,1,18 lbs x 8 reps,8,18 lbs
2012-04-08 21:23,One-Leg Romainian Deadlift,3,1,0,x 10 reps,10,
2012-04-08 21:23,One-Leg Romainian Deadlift,3,2,0,x 10 reps,10,
2012-04-08 21:23,One-Leg Romainian Deadlift,3,3,0,x 10 reps,10,
