Performed At,Exercise,Exercise#,Set#,IsPR,String,Reps,Weight
2012-04-14 17:08,Chin-Up,1,1,0,6 reps,6,
2012-04-14 17:08,Chin-Up,1,2,0,6 reps,6,
2012-04-14 17:08,Chin-Up,1,3,0,6 reps,6,
2012-04-14 17:08,Goblet Squat,2,1,0,18 lbs x 11 reps,11,18 lbs
2012-04-14 17:08,Goblet Squat,2,2,0,18 lbs x 11 reps,11,18 lbs
2012-04-14 17:08,Goblet Squat,2,3,0,18 lbs x 11 reps,11,18 lbs
2012-04-14 17:08,One-Leg Romainian Deadlift,3,1,0,x 12 reps,12,
2012-04-14 17:08,One-Leg Romainian Deadlift,3,2,0,x 12 reps,12,
2012-04-14 17:08,One-Leg Romainian Deadlift,3,3,0,x 12 reps,12,
