Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-06 09:29,Squat,1,1,0,120 lbs x 5 reps,120 lbs,5
2014-01-06 09:29,Squat,1,2,0,145 lbs x 5 reps,145 lbs,5
2014-01-06 09:29,Squat,1,3,0,175 lbs x 3 reps,175 lbs,3
2014-01-06 09:29,Squat,1,4,0,205 lbs x 3 reps,205 lbs,3
2014-01-06 09:29,Squat,1,5,0,235 lbs x 3 reps,235 lbs,3
2014-01-06 09:29,Squat,1,6,0,265 lbs x 5 reps,265 lbs,5
2014-01-06 09:29,Barbell Lunge,2,1,0,70 lbs x 5 reps,70 lbs,5
2014-01-06 09:29,Barbell Lunge,2,2,0,70 lbs x 5 reps,70 lbs,5
2014-01-06 09:29,Barbell Lunge,2,3,0,70 lbs x 5 reps,70 lbs,5
2014-01-06 09:29,Barbell Lunge,2,4,1,70 lbs x 5 reps,70 lbs,5
2014-01-06 09:29,Romanian Deadlift,3,1,0,120 lbs x 5 reps,120 lbs,5
2014-01-06 09:29,Romanian Deadlift,3,2,0,120 lbs x 5 reps,120 lbs,5
2014-01-06 09:29,Romanian Deadlift,3,3,0,120 lbs x 5 reps,120 lbs,5
2014-01-06 09:29,Romanian Deadlift,3,4,0,120 lbs x 5 reps,120 lbs,5
