Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-13 13:10,Squat,1,1,0,120 lbs x 5 reps,120 lbs,5
2014-01-13 13:10,Squat,1,2,0,145 lbs x 5 reps,145 lbs,5
2014-01-13 13:10,Squat,1,3,0,170 lbs x 3 reps,170 lbs,3
2014-01-13 13:10,Squat,1,4,0,220 lbs x 5 reps,220 lbs,5
2014-01-13 13:10,Squat,1,5,0,250 lbs x 3 reps,250 lbs,3
2014-01-13 13:10,Squat,1,6,0,280 lbs x 4 reps,280 lbs,4
2014-01-13 13:10,Barbell Lunge,2,1,0,70 lbs x 5 reps,70 lbs,5
2014-01-13 13:10,Barbell Lunge,2,2,0,70 lbs x 5 reps,70 lbs,5
2014-01-13 13:10,Barbell Lunge,2,3,0,70 lbs x 5 reps,70 lbs,5
2014-01-13 13:10,Barbell Lunge,2,4,0,70 lbs x 5 reps,70 lbs,5
2014-01-13 13:10,Romanian Deadlift,3,1,0,120 lbs x 5 reps,120 lbs,5
2014-01-13 13:10,Romanian Deadlift,3,2,0,120 lbs x 5 reps,120 lbs,5
2014-01-13 13:10,Romanian Deadlift,3,3,0,120 lbs x 5 reps,120 lbs,5
2014-01-13 13:10,Romanian Deadlift,3,4,0,120 lbs x 5 reps,120 lbs,5
