Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-31 09:05,Bench Press,1,1,0,85 lbs x 5 reps,85 lbs,5
2014-01-31 09:05,Bench Press,1,2,0,105 lbs x 5 reps,105 lbs,5
2014-01-31 09:05,Bench Press,1,3,0,130 lbs x 3 reps,130 lbs,3
2014-01-31 09:05,Bench Press,1,4,0,140 lbs x 5 reps,140 lbs,5
2014-01-31 09:05,Bench Press,1,5,0,160 lbs x 5 reps,160 lbs,5
2014-01-31 09:05,Bench Press,1,6,0,180 lbs x 8 reps,180 lbs,8
2014-01-31 09:05,Dumbbell Row,2,1,0,80 lbs x 5 reps,80 lbs,5
2014-01-31 09:05,Dumbbell Row,2,2,0,80 lbs x 5 reps,80 lbs,5
2014-01-31 09:05,Dumbbell Row,2,3,0,80 lbs x 5 reps,80 lbs,5
2014-01-31 09:05,Dumbbell Row,2,4,1,80 lbs x 5 reps,80 lbs,5
