Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-10 08:19,Bench Press,1,1,0,85 lbs x 5 reps,85 lbs,5
2014-01-10 08:19,Bench Press,1,2,0,105 lbs x 5 reps,105 lbs,5
2014-01-10 08:19,Bench Press,1,3,0,125 lbs x 3 reps,125 lbs,3
2014-01-10 08:19,Bench Press,1,4,0,145 lbs x 3 reps,145 lbs,3
2014-01-10 08:19,Bench Press,1,5,0,165 lbs x 3 reps,165 lbs,3
2014-01-10 08:19,Bench Press,1,6,0,185 lbs x 7 reps,185 lbs,7
2014-01-10 08:19,Weighted Dip,2,1,0,35 lbs x 5 reps,35 lbs,5
2014-01-10 08:19,Weighted Dip,2,2,0,35 lbs x 5 reps,35 lbs,5
2014-01-10 08:19,Weighted Dip,2,3,0,35 lbs x 5 reps,35 lbs,5
2014-01-10 08:19,Weighted Dip,2,4,0,35 lbs x 6 reps,35 lbs,6
2014-01-10 08:19,Dumbbell Row,3,1,0,75 lbs x 9 reps,75 lbs,9
2014-01-10 08:19,Dumbbell Row,3,2,0,75 lbs x 9 reps,75 lbs,9
2014-01-10 08:19,Dumbbell Row,3,3,0,75 lbs x 9 reps,75 lbs,9
2014-01-10 08:19,Dumbbell Row,3,4,0,75 lbs x 8 reps,75 lbs,8
2014-01-10 08:19,Curl,4,1,0,60 lbs x 5 reps,60 lbs,5
2014-01-10 08:19,Curl,4,2,0,60 lbs x 5 reps,60 lbs,5
2014-01-10 08:19,Curl,4,3,0,60 lbs x 5 reps,60 lbs,5
