Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-26 18:11,Squat,1,1,0,120 lbs x 5 reps,120 lbs,5
2014-01-26 18:11,Squat,1,2,0,120 lbs x 5 reps,120 lbs,5
2014-01-26 18:11,Squat,1,3,0,150 lbs x 5 reps,150 lbs,5
2014-01-26 18:11,Squat,1,4,0,180 lbs x 3 reps,180 lbs,3
2014-01-26 18:11,Squat,1,5,0,180 lbs x 3 reps,180 lbs,3
2014-01-26 18:11,Squat,1,6,0,195 lbs x 5 reps,195 lbs,5
2014-01-26 18:11,Squat,1,7,0,225 lbs x 5 reps,225 lbs,5
2014-01-26 18:11,Squat,1,8,0,255 lbs x 2 reps,255 lbs,2
2014-01-26 18:11,Squat,1,9,0,255 lbs x 1 reps,255 lbs,1
2014-01-26 18:11,Romanian Deadlift,2,1,0,135 lbs x 5 reps,135 lbs,5
2014-01-26 18:11,Romanian Deadlift,2,2,0,135 lbs x 5 reps,135 lbs,5
2014-01-26 18:11,Romanian Deadlift,2,3,0,135 lbs x 5 reps,135 lbs,5
2014-01-26 18:11,Romanian Deadlift,2,4,0,135 lbs x 5 reps,135 lbs,5
2014-01-26 18:11,Bulgarian Split Squat,3,1,0,80 lbs x 5 reps,80 lbs,5
2014-01-26 18:11,Bulgarian Split Squat,3,2,0,80 lbs x 5 reps,80 lbs,5
2014-01-26 18:11,Bulgarian Split Squat,3,3,0,80 lbs x 5 reps,80 lbs,5
2014-01-26 18:11,Bulgarian Split Squat,3,4,1,80 lbs x 5 reps,80 lbs,5
