Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-23 08:13,Bench Press,1,1,0,85 lbs x 5 reps,85 lbs,5
2014-01-23 08:13,Bench Press,1,2,0,105 lbs x 5 reps,105 lbs,5
2014-01-23 08:13,Bench Press,1,3,0,125 lbs x 3 reps,125 lbs,3
2014-01-23 08:13,Bench Press,1,4,0,135 lbs x 3 reps,135 lbs,3
2014-01-23 08:13,Bench Press,1,5,0,155 lbs x 3 reps,155 lbs,3
2014-01-23 08:13,Bench Press,1,6,0,175 lbs x 3 reps,175 lbs,3
2014-01-23 08:13,Bodyweight Dip,2,1,0,10 reps,,10
2014-01-23 08:13,Bodyweight Dip,2,2,0,10 reps,,10
2014-01-23 08:13,Bodyweight Dip,2,3,0,10 reps,,10
2014-01-23 08:13,Dumbbell Row,3,1,0,75 lbs x 8 reps,75 lbs,8
2014-01-23 08:13,Dumbbell Row,3,2,0,75 lbs x 8 reps,75 lbs,8
2014-01-23 08:13,Dumbbell Row,3,3,0,75 lbs x 8 reps,75 lbs,8
2014-01-23 08:13,One-Arm Kettlebell Swing,4,1,0,54 lbs x 10 reps,54 lbs,10
2014-01-23 08:13,One-Arm Kettlebell Swing,4,2,0,54 lbs x 10 reps,54 lbs,10
2014-01-23 08:13,One-Arm Kettlebell Swing,4,3,0,54 lbs x 10 reps,54 lbs,10
2014-01-23 08:13,One-Arm Kettlebell Swing,4,4,0,54 lbs x 10 reps,54 lbs,10
2014-01-23 08:13,One-Arm Kettlebell Swing,4,5,0,54 lbs x 10 reps,54 lbs,10
2014-01-23 08:13,Kettlebell Turkish Get-Up,5,1,0,35 lbs x 1 reps,35 lbs,1
2014-01-23 08:13,Kettlebell Turkish Get-Up,5,2,0,35 lbs x 1 reps,35 lbs,1
2014-01-23 08:13,Kettlebell Turkish Get-Up,5,3,0,35 lbs x 1 reps,35 lbs,1
2014-01-23 08:13,Kettlebell Turkish Get-Up,5,4,0,35 lbs x 1 reps,35 lbs,1
2014-01-23 08:13,Kettlebell Turkish Get-Up,5,5,1,35 lbs x 1 reps,35 lbs,1
