Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-28 09:17,One-Arm Kettlebell Swing,1,1,0,54 lbs x 10 reps,54 lbs,10
2014-01-28 09:17,One-Arm Kettlebell Swing,1,2,0,54 lbs x 10 reps,54 lbs,10
2014-01-28 09:17,One-Arm Kettlebell Swing,1,3,0,54 lbs x 10 reps,54 lbs,10
2014-01-28 09:17,One-Arm Kettlebell Swing,1,4,0,54 lbs x 10 reps,54 lbs,10
2014-01-28 09:17,One-Arm Kettlebell Swing,1,5,0,54 lbs x 10 reps,54 lbs,10
2014-01-28 09:17,Kettlebell Turkish Get-Up,2,1,0,35 lbs x 1 reps,35 lbs,1
2014-01-28 09:17,Kettlebell Turkish Get-Up,2,2,0,35 lbs x 1 reps,35 lbs,1
2014-01-28 09:17,Kettlebell Turkish Get-Up,2,3,0,35 lbs x 1 reps,35 lbs,1
2014-01-28 09:17,Kettlebell Turkish Get-Up,2,4,0,35 lbs x 1 reps,35 lbs,1
2014-01-28 09:17,Kettlebell Turkish Get-Up,2,5,0,35 lbs x 1 reps,35 lbs,1
