Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-01-27 09:15,Overhead Press,1,1,0,65 lbs x 5 reps,65 lbs,5
2014-01-27 09:15,Overhead Press,1,2,0,80 lbs x 5 reps,80 lbs,5
2014-01-27 09:15,Overhead Press,1,3,0,95 lbs x 3 reps,95 lbs,3
2014-01-27 09:15,Overhead Press,1,4,0,105 lbs x 5 reps,105 lbs,5
2014-01-27 09:15,Overhead Press,1,5,0,120 lbs x 5 reps,120 lbs,5
2014-01-27 09:15,Overhead Press,1,6,0,135 lbs x 5 reps,135 lbs,5
2014-01-27 09:15,Chin-Up,2,1,0,5 reps,,5
2014-01-27 09:15,Chin-Up,2,2,0,5 reps,,5
2014-01-27 09:15,Chin-Up,2,3,0,5 reps,,5
2014-01-27 09:15,Chin-Up,2,4,0,5 reps,,5
2014-01-27 09:15,Bench Press,3,1,0,140 lbs x 5 reps,140 lbs,5
2014-01-27 09:15,Bench Press,3,2,0,140 lbs x 5 reps,140 lbs,5
2014-01-27 09:15,Bench Press,3,3,0,140 lbs x 5 reps,140 lbs,5
2014-01-27 09:15,Bench Press,3,4,0,140 lbs x 5 reps,140 lbs,5
