Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-01-22 10:26,Foam Rolling,1,1,0,15:00,900 sec,,
2013-01-22 10:26,Bench Press,2,1,0,45 lbs x 5 reps,,45 lbs,5
2013-01-22 10:26,Bench Press,2,2,0,95 lbs x 5 reps,,95 lbs,5
2013-01-22 10:26,Bench Press,2,3,0,135 lbs x 3 reps,,135 lbs,3
2013-01-22 10:26,Bench Press,2,4,0,170 lbs x 5 reps,,170 lbs,5
2013-01-22 10:26,Bench Press,2,5,0,170 lbs x 5 reps,,170 lbs,5
2013-01-22 10:26,Bench Press,2,6,1,170 lbs x 5 reps,,170 lbs,5
2013-01-22 10:26,Pendlay Row,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-01-22 10:26,Pendlay Row,3,2,0,135 lbs x 5 reps,,135 lbs,5
2013-01-22 10:26,Pendlay Row,3,3,0,160 lbs x 5 reps,,160 lbs,5
2013-01-22 10:26,Pendlay Row,3,4,0,160 lbs x 5 reps,,160 lbs,5
2013-01-22 10:26,Pendlay Row,3,5,1,160 lbs x 5 reps,,160 lbs,5
2013-01-22 10:26,Squat,4,1,0,95 lbs x 5 reps,,95 lbs,5
2013-01-22 10:26,Squat,4,2,0,135 lbs x 5 reps,,135 lbs,5
2013-01-22 10:26,Squat,4,3,0,175 lbs x 3 reps,,175 lbs,3
2013-01-22 10:26,Squat,4,4,0,205 lbs x 5 reps,,205 lbs,5
2013-01-22 10:26,Squat,4,5,0,205 lbs x 5 reps,,205 lbs,5
2013-01-22 10:26,Squat,4,6,0,205 lbs x 5 reps,,205 lbs,5
