Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-01-28 09:58,Foam Rolling,1,1,0,10:00,600 sec,,
2013-01-28 09:58,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-01-28 09:58,Squat,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-01-28 09:58,Squat,3,2,0,135 lbs x 5 reps,,135 lbs,5
2013-01-28 09:58,Squat,3,3,0,185 lbs x 3 reps,,185 lbs,3
2013-01-28 09:58,Squat,3,4,0,210 lbs x 5 reps,,210 lbs,5
2013-01-28 09:58,Squat,3,5,0,210 lbs x 5 reps,,210 lbs,5
2013-01-28 09:58,Squat,3,6,0,210 lbs x 5 reps,,210 lbs,5
2013-01-28 09:58,Pendlay Row,4,1,0,95 lbs x 5 reps,,95 lbs,5
2013-01-28 09:58,Pendlay Row,4,2,0,135 lbs x 5 reps,,135 lbs,5
2013-01-28 09:58,Pendlay Row,4,3,0,162.5 lbs x 5 reps,,162.5 lbs,5
2013-01-28 09:58,Pendlay Row,4,4,0,162.5 lbs x 6 reps,,162.5 lbs,6
2013-01-28 09:58,Pendlay Row,4,5,1,162.5 lbs x 5 reps,,162.5 lbs,5
2013-01-28 09:58,Bench Press,5,1,0,95 lbs x 5 reps,,95 lbs,5
2013-01-28 09:58,Bench Press,5,2,0,135 lbs x 5 reps,,135 lbs,5
2013-01-28 09:58,Bench Press,5,3,0,172.5 lbs x 5 reps,,172.5 lbs,5
2013-01-28 09:58,Bench Press,5,4,0,172.5 lbs x 5 reps,,172.5 lbs,5
2013-01-28 09:58,Bench Press,5,5,1,172.5 lbs x 5 reps,,172.5 lbs,5
