Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-01-19 17:39,Foam Rolling,1,1,0,10:00,600 sec,,
2013-01-19 17:39,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-01-19 17:39,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2013-01-19 17:39,Overhead Press,3,2,0,75 lbs x 5 reps,,75 lbs,5
2013-01-19 17:39,Overhead Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2013-01-19 17:39,Overhead Press,3,4,0,117.5 lbs x 5 reps,,117.5 lbs,5
2013-01-19 17:39,Overhead Press,3,5,0,117.5 lbs x 5 reps,,117.5 lbs,5
2013-01-19 17:39,Overhead Press,3,6,1,117.5 lbs x 6 reps,,117.5 lbs,6
2013-01-19 17:39,Squat,4,1,0,95 lbs x 5 reps,,95 lbs,5
2013-01-19 17:39,Squat,4,2,0,135 lbs x 5 reps,,135 lbs,5
2013-01-19 17:39,Squat,4,3,0,175 lbs x 3 reps,,175 lbs,3
2013-01-19 17:39,Squat,4,4,0,200 lbs x 5 reps,,200 lbs,5
2013-01-19 17:39,Squat,4,5,0,200 lbs x 5 reps,,200 lbs,5
2013-01-19 17:39,Squat,4,6,0,200 lbs x 5 reps,,200 lbs,5
2013-01-19 17:39,Chin-Up,5,1,0,5 reps,,,5
2013-01-19 17:39,Chin-Up,5,2,0,5 reps,,,5
2013-01-19 17:39,Chin-Up,5,3,0,6 reps,,,6
2013-01-19 17:39,Dumbbell Curl,6,1,0,25 lbs x 6 reps,,25 lbs,6
2013-01-19 17:39,Dumbbell Curl,6,2,0,25 lbs x 6 reps,,25 lbs,6
2013-01-19 17:39,Dumbbell Curl,6,3,0,25 lbs x 6 reps,,25 lbs,6
2013-01-19 17:39,Weighted Dip,7,1,0,x 10 reps,,,10
2013-01-19 17:39,Weighted Dip,7,2,0,x 10 reps,,,10
2013-01-19 17:39,Weighted Dip,7,3,0,x 10 reps,,,10
