Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-01-15 10:23,Foam Rolling,1,1,0,15:00,900 sec,,
2013-01-15 10:23,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-01-15 10:23,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2013-01-15 10:23,Overhead Press,3,2,0,65 lbs x 5 reps,,65 lbs,5
2013-01-15 10:23,Overhead Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2013-01-15 10:23,Overhead Press,3,4,0,115 lbs x 5 reps,,115 lbs,5
2013-01-15 10:23,Overhead Press,3,5,0,115 lbs x 5 reps,,115 lbs,5
2013-01-15 10:23,Overhead Press,3,6,1,115 lbs x 6 reps,,115 lbs,6
2013-01-15 10:23,Squat,4,1,0,95 lbs x 5 reps,,95 lbs,5
2013-01-15 10:23,Squat,4,2,0,135 lbs x 5 reps,,135 lbs,5
2013-01-15 10:23,Squat,4,3,0,165 lbs x 3 reps,,165 lbs,3
2013-01-15 10:23,Squat,4,4,0,195 lbs x 5 reps,,195 lbs,5
2013-01-15 10:23,Squat,4,5,0,195 lbs x 5 reps,,195 lbs,5
2013-01-15 10:23,Squat,4,6,1,195 lbs x 8 reps,,195 lbs,8
2013-01-15 10:23,Chin-Up,5,1,0,5 reps,,,5
2013-01-15 10:23,Chin-Up,5,2,0,5 reps,,,5
2013-01-15 10:23,Chin-Up,5,3,0,5 reps,,,5
