Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-12-02 09:33,Squat,1,1,0,115 lbs x 5 reps,115 lbs,5
2013-12-02 09:33,Squat,1,2,0,140 lbs x 5 reps,140 lbs,5
2013-12-02 09:33,Squat,1,3,0,170 lbs x 3 reps,170 lbs,3
2013-12-02 09:33,Squat,1,4,0,200 lbs x 3 reps,200 lbs,3
2013-12-02 09:33,Squat,1,5,0,225 lbs x 3 reps,225 lbs,3
2013-12-02 09:33,Squat,1,6,0,255 lbs x 5 reps,255 lbs,5
2013-12-02 09:33,Barbell Lunge,2,1,0,55 lbs x 5 reps,55 lbs,5
2013-12-02 09:33,Barbell Lunge,2,2,0,55 lbs x 5 reps,55 lbs,5
2013-12-02 09:33,Barbell Lunge,2,3,0,55 lbs x 5 reps,55 lbs,5
2013-12-02 09:33,Barbell Lunge,2,4,0,55 lbs x 5 reps,55 lbs,5
2013-12-02 09:33,Romanian Deadlift,3,1,0,115 lbs x 5 reps,115 lbs,5
2013-12-02 09:33,Romanian Deadlift,3,2,0,115 lbs x 5 reps,115 lbs,5
2013-12-02 09:33,Romanian Deadlift,3,3,0,115 lbs x 5 reps,115 lbs,5
2013-12-02 09:33,Romanian Deadlift,3,4,0,115 lbs x 5 reps,115 lbs,5
