Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-12-13 09:07,Bench Press,1,1,0,80 lbs x 5 reps,80 lbs,5
2013-12-13 09:07,Bench Press,1,2,0,100 lbs x 5 reps,100 lbs,5
2013-12-13 09:07,Bench Press,1,3,0,120 lbs x 3 reps,120 lbs,3
2013-12-13 09:07,Bench Press,1,4,0,150 lbs x 5 reps,150 lbs,5
2013-12-13 09:07,Bench Press,1,5,0,170 lbs x 3 reps,170 lbs,3
2013-12-13 09:07,Bench Press,1,6,0,190 lbs x 6 reps,190 lbs,6
2013-12-13 09:07,Weighted Dip,2,1,0,35 lbs x 5 reps,35 lbs,5
2013-12-13 09:07,Weighted Dip,2,2,0,35 lbs x 5 reps,35 lbs,5
2013-12-13 09:07,Weighted Dip,2,3,0,35 lbs x 5 reps,35 lbs,5
2013-12-13 09:07,Weighted Dip,2,4,1,35 lbs x 5 reps,35 lbs,5
2013-12-13 09:07,Dumbbell Row,3,1,0,75 lbs x 8 reps,75 lbs,8
2013-12-13 09:07,Dumbbell Row,3,2,0,75 lbs x 8 reps,75 lbs,8
2013-12-13 09:07,Dumbbell Row,3,3,0,75 lbs x 8 reps,75 lbs,8
2013-12-13 09:07,Dumbbell Row,3,4,0,75 lbs x 9 reps,75 lbs,9
2013-12-13 09:07,Dumbbell Curl,4,1,0,30 lbs x 8 reps,30 lbs,8
2013-12-13 09:07,Dumbbell Curl,4,2,0,30 lbs x 4 reps,30 lbs,4
