Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-12-03 09:06,Overhead Press,1,1,0,60 lbs x 5 reps,60 lbs,5
2013-12-03 09:06,Overhead Press,1,2,0,75 lbs x 5 reps,75 lbs,5
2013-12-03 09:06,Overhead Press,1,3,0,90 lbs x 3 reps,90 lbs,3
2013-12-03 09:06,Overhead Press,1,4,0,105 lbs x 3 reps,105 lbs,3
2013-12-03 09:06,Overhead Press,1,5,0,120 lbs x 3 reps,120 lbs,3
2013-12-03 09:06,Overhead Press,1,6,0,135 lbs x 5 reps,135 lbs,5
2013-12-03 09:06,Weighted Dip,2,1,0,20 lbs x 5 reps,20 lbs,5
2013-12-03 09:06,Weighted Dip,2,2,0,20 lbs x 5 reps,20 lbs,5
2013-12-03 09:06,Weighted Dip,2,3,0,20 lbs x 5 reps,20 lbs,5
2013-12-03 09:06,Weighted Dip,2,4,0,20 lbs x 5 reps,20 lbs,5
2013-12-03 09:06,Weighted Chin-Up,3,1,0,10 lbs x 5 reps,10 lbs,5
2013-12-03 09:06,Weighted Chin-Up,3,2,0,10 lbs x 5 reps,10 lbs,5
2013-12-03 09:06,Weighted Chin-Up,3,3,0,10 lbs x 5 reps,10 lbs,5
2013-12-03 09:06,Weighted Chin-Up,3,4,0,10 lbs x 5 reps,10 lbs,5
