Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-10-02 11:48,Foam Rolling,1,1,0,15:00,900 sec,,
2012-10-02 11:48,Goblet Squat,2,1,0,35 lbs x 5 reps,,35 lbs,5
2012-10-02 11:48,Bench Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-10-02 11:48,Bench Press,3,2,0,65 lbs x 5 reps,,65 lbs,5
2012-10-02 11:48,Bench Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2012-10-02 11:48,Bench Press,3,4,0,107.5 lbs x 5 reps,,107.5 lbs,5
2012-10-02 11:48,Bench Press,3,5,0,107.5 lbs x 5 reps,,107.5 lbs,5
2012-10-02 11:48,Bench Press,3,6,1,107.5 lbs x 15 reps,,107.5 lbs,15
2012-10-02 11:48,Chin-Up,4,1,0,8 reps,,,8
2012-10-02 11:48,Chin-Up,4,2,0,8 reps,,,8
2012-10-02 11:48,Squat,5,1,0,45 lbs x 5 reps,,45 lbs,5
2012-10-02 11:48,Squat,5,2,0,65 lbs x 3 reps,,65 lbs,3
2012-10-02 11:48,Squat,5,3,0,95 lbs x 3 reps,,95 lbs,3
2012-10-02 11:48,Squat,5,4,0,115 lbs x 5 reps,,115 lbs,5
2012-10-02 11:48,Squat,5,5,0,115 lbs x 5 reps,,115 lbs,5
2012-10-02 11:48,Squat,5,6,1,115 lbs x 6 reps,,115 lbs,6
