Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-10-20 14:00,Foam Rolling,1,1,0,10:00,600 sec,,
2012-10-20 14:00,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-10-20 14:00,Bench Press,3,1,0,65 lbs x 5 reps,,65 lbs,5
2012-10-20 14:00,Bench Press,3,2,0,95 lbs x 5 reps,,95 lbs,5
2012-10-20 14:00,Bench Press,3,3,0,122.5 lbs x 5 reps,,122.5 lbs,5
2012-10-20 14:00,Bench Press,3,4,0,122.5 lbs x 5 reps,,122.5 lbs,5
2012-10-20 14:00,Bench Press,3,5,1,122.5 lbs x 10 reps,,122.5 lbs,10
2012-10-20 14:00,Chin-Up,4,1,0,8 reps,,,8
2012-10-20 14:00,Chin-Up,4,2,0,6 reps,,,6
2012-10-20 14:00,Squat,5,1,0,85 lbs x 5 reps,,85 lbs,5
2012-10-20 14:00,Squat,5,2,0,115 lbs x 5 reps,,115 lbs,5
2012-10-20 14:00,Squat,5,3,0,140 lbs x 5 reps,,140 lbs,5
2012-10-20 14:00,Squat,5,4,0,140 lbs x 5 reps,,140 lbs,5
2012-10-20 14:00,Squat,5,5,1,140 lbs x 8 reps,,140 lbs,8
