Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-10-04 11:33,Foam Rolling,1,1,0,10:00,600 sec,,
2012-10-04 11:33,Goblet Squat,2,1,0,35 lbs x 5 reps,,35 lbs,5
2012-10-04 11:33,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-10-04 11:33,Overhead Press,3,2,0,65 lbs x 3 reps,,65 lbs,3
2012-10-04 11:33,Overhead Press,3,3,0,87.5 lbs x 5 reps,,87.5 lbs,5
2012-10-04 11:33,Overhead Press,3,4,0,87.5 lbs x 5 reps,,87.5 lbs,5
2012-10-04 11:33,Overhead Press,3,5,1,87.5 lbs x 9 reps,,87.5 lbs,9
2012-10-04 11:33,Weighted Dip,4,1,0,x 8 reps,,,8
2012-10-04 11:33,Weighted Dip,4,2,0,x 8 reps,,,8
2012-10-04 11:33,Deadlift,5,1,0,65 lbs x 5 reps,,65 lbs,5
2012-10-04 11:33,Deadlift,5,2,0,105 lbs x 5 reps,,105 lbs,5
2012-10-04 11:33,Deadlift,5,3,1,140 lbs x 8 reps,,140 lbs,8
