Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-10-15 14:00,Foam Rolling,1,1,0,10:00,600 sec,,
2012-10-15 14:00,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-10-15 14:00,Bench Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-10-15 14:00,Bench Press,3,2,0,65 lbs x 5 reps,,65 lbs,5
2012-10-15 14:00,Bench Press,3,3,0,95 lbs x 5 reps,,95 lbs,5
2012-10-15 14:00,Bench Press,3,4,0,120 lbs x 5 reps,,120 lbs,5
2012-10-15 14:00,Bench Press,3,5,0,120 lbs x 5 reps,,120 lbs,5
2012-10-15 14:00,Bench Press,3,6,1,120 lbs x 10 reps,,120 lbs,10
2012-10-15 14:00,Chin-Up,4,1,0,8 reps,,,8
2012-10-15 14:00,Chin-Up,4,2,0,8 reps,,,8
2012-10-15 14:00,Squat,5,1,0,65 lbs x 5 reps,,65 lbs,5
2012-10-15 14:00,Squat,5,2,0,95 lbs x 5 reps,,95 lbs,5
2012-10-15 14:00,Squat,5,3,0,135 lbs x 5 reps,,135 lbs,5
2012-10-15 14:00,Squat,5,4,0,135 lbs x 5 reps,,135 lbs,5
2012-10-15 14:00,Squat,5,5,1,135 lbs x 9 reps,,135 lbs,9
