Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-10-25 12:43,Foam Rolling,1,1,0,18:00,1080 sec,,
2012-10-25 12:43,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-10-25 12:43,Bench Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-10-25 12:43,Bench Press,3,2,0,75 lbs x 5 reps,,75 lbs,5
2012-10-25 12:43,Bench Press,3,3,0,105 lbs x 3 reps,,105 lbs,3
2012-10-25 12:43,Bench Press,3,4,0,125 lbs x 5 reps,,125 lbs,5
2012-10-25 12:43,Bench Press,3,5,0,125 lbs x 5 reps,,125 lbs,5
2012-10-25 12:43,Bench Press,3,6,1,125 lbs x 10 reps,,125 lbs,10
2012-10-25 12:43,Chin-Up,4,1,0,8 reps,,,8
2012-10-25 12:43,Chin-Up,4,2,0,6 reps,,,6
2012-10-25 12:43,Deadlift,5,1,0,65 lbs x 5 reps,,65 lbs,5
2012-10-25 12:43,Deadlift,5,2,0,95 lbs x 5 reps,,95 lbs,5
2012-10-25 12:43,Deadlift,5,3,0,135 lbs x 5 reps,,135 lbs,5
2012-10-25 12:43,Deadlift,5,4,1,165 lbs x 5 reps,,165 lbs,5
