Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-10-23 12:01,Foam Rolling,1,1,0,10:00,600 sec,,
2012-10-23 12:01,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-10-23 12:01,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-10-23 12:01,Overhead Press,3,2,0,75 lbs x 5 reps,,75 lbs,5
2012-10-23 12:01,Overhead Press,3,3,0,97.5 lbs x 5 reps,,97.5 lbs,5
2012-10-23 12:01,Overhead Press,3,4,0,97.5 lbs x 5 reps,,97.5 lbs,5
2012-10-23 12:01,Overhead Press,3,5,1,97.5 lbs x 7 reps,,97.5 lbs,7
2012-10-23 12:01,Weighted Dip,4,1,0,x 8 reps,,,8
2012-10-23 12:01,Weighted Dip,4,2,0,x 8 reps,,,8
2012-10-23 12:01,Squat,5,1,0,85 lbs x 5 reps,,85 lbs,5
2012-10-23 12:01,Squat,5,2,0,115 lbs x 5 reps,,115 lbs,5
2012-10-23 12:01,Squat,5,3,0,145 lbs x 5 reps,,145 lbs,5
2012-10-23 12:01,Squat,5,4,0,145 lbs x 5 reps,,145 lbs,5
2012-10-23 12:01,Squat,5,5,1,145 lbs x 5 reps,,145 lbs,5
