Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-10-10 11:30,Foam Rolling,1,1,0,10:00,600 sec,,
2012-10-10 11:30,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-10-10 11:30,Bench Press,3,1,0,65 lbs x 5 reps,,65 lbs,5
2012-10-10 11:30,Bench Press,3,2,0,95 lbs x 3 reps,,95 lbs,3
2012-10-10 11:30,Bench Press,3,3,0,117.5 lbs x 5 reps,,117.5 lbs,5
2012-10-10 11:30,Bench Press,3,4,0,117.5 lbs x 5 reps,,117.5 lbs,5
2012-10-10 11:30,Bench Press,3,5,1,117.5 lbs x 10 reps,,117.5 lbs,10
2012-10-10 11:30,Chin-Up,4,1,0,8 reps,,,8
2012-10-10 11:30,Chin-Up,4,2,0,7 reps,,,7
2012-10-10 11:30,Deadlift,5,1,0,65 lbs x 5 reps,,65 lbs,5
2012-10-10 11:30,Deadlift,5,2,0,95 lbs x 5 reps,,95 lbs,5
2012-10-10 11:30,Deadlift,5,3,1,145 lbs x 10 reps,,145 lbs,10
