Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-15 09:47,Foam Rolling,1,1,0,15:00,900 sec,,
2013-02-15 09:47,Squat,2,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-15 09:47,Squat,2,2,0,135 lbs x 5 reps,,135 lbs,5
2013-02-15 09:47,Squat,2,3,0,185 lbs x 3 reps,,185 lbs,3
2013-02-15 09:47,Squat,2,4,0,235 lbs x 5 reps,,235 lbs,5
2013-02-15 09:47,Squat,2,5,1,235 lbs x 5 reps,,235 lbs,5
2013-02-15 09:47,Squat,2,6,1,235 lbs x 3 reps,,235 lbs,3
2013-02-15 09:47,Bench Press,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-15 09:47,Bench Press,3,2,0,135 lbs x 3 reps,,135 lbs,3
2013-02-15 09:47,Bench Press,3,3,0,165 lbs x 5 reps,,165 lbs,5
2013-02-15 09:47,Bench Press,3,4,0,165 lbs x 5 reps,,165 lbs,5
2013-02-15 09:47,Bench Press,3,5,0,165 lbs x 5 reps,,165 lbs,5
