Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-20 09:46,Foam Rolling,1,1,0,10:00,600 sec,,
2013-02-20 09:46,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-02-20 09:46,Deadlift,3,1,0,135 lbs x 5 reps,,135 lbs,5
2013-02-20 09:46,Deadlift,3,2,0,175 lbs x 5 reps,,175 lbs,5
2013-02-20 09:46,Deadlift,3,3,0,205 lbs x 3 reps,,205 lbs,3
2013-02-20 09:46,Deadlift,3,4,1,295 lbs x 5 reps,,295 lbs,5
2013-02-20 09:46,Bench Press,4,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-20 09:46,Bench Press,4,2,0,135 lbs x 3 reps,,135 lbs,3
2013-02-20 09:46,Bench Press,4,3,0,167.5 lbs x 5 reps,,167.5 lbs,5
2013-02-20 09:46,Bench Press,4,4,0,167.5 lbs x 5 reps,,167.5 lbs,5
2013-02-20 09:46,Bench Press,4,5,0,167.5 lbs x 7 reps,,167.5 lbs,7
