Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-18 10:04,Foam Rolling,1,1,0,15:00,900 sec,,
2013-02-18 10:04,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-02-18 10:04,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2013-02-18 10:04,Overhead Press,3,2,0,75 lbs x 5 reps,,75 lbs,5
2013-02-18 10:04,Overhead Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2013-02-18 10:04,Overhead Press,3,4,0,132.5 lbs x 5 reps,,132.5 lbs,5
2013-02-18 10:04,Overhead Press,3,5,1,132.5 lbs x 5 reps,,132.5 lbs,5
2013-02-18 10:04,Overhead Press,3,6,1,132.5 lbs x 2 reps,,132.5 lbs,2
2013-02-18 10:04,Squat,4,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-18 10:04,Squat,4,2,0,135 lbs x 5 reps,,135 lbs,5
2013-02-18 10:04,Squat,4,3,0,165 lbs x 5 reps,,165 lbs,5
2013-02-18 10:04,Squat,4,4,0,210 lbs x 5 reps,,210 lbs,5
2013-02-18 10:04,Squat,4,5,0,210 lbs x 5 reps,,210 lbs,5
2013-02-18 10:04,Squat,4,6,0,210 lbs x 7 reps,,210 lbs,7
