Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-06 09:45,Foam Rolling,1,1,0,10:00,600 sec,,
2013-02-06 09:45,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-02-06 09:45,Bench Press,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-06 09:45,Bench Press,3,2,0,135 lbs x 3 reps,,135 lbs,3
2013-02-06 09:45,Bench Press,3,3,0,157.5 lbs x 5 reps,,157.5 lbs,5
2013-02-06 09:45,Bench Press,3,4,0,157.5 lbs x 5 reps,,157.5 lbs,5
2013-02-06 09:45,Bench Press,3,5,1,157.5 lbs x 10 reps,,157.5 lbs,10
2013-02-06 09:45,Deadlift,4,1,0,135 lbs x 5 reps,,135 lbs,5
2013-02-06 09:45,Deadlift,4,2,0,185 lbs x 5 reps,,185 lbs,5
2013-02-06 09:45,Deadlift,4,3,0,225 lbs x 5 reps,,225 lbs,5
2013-02-06 09:45,Deadlift,4,4,1,285 lbs x 5 reps,,285 lbs,5
