Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-13 09:36,Foam Rolling,1,1,0,12:00,720 sec,,
2013-02-13 09:36,Overhead Press,2,1,0,45 lbs x 5 reps,,45 lbs,5
2013-02-13 09:36,Overhead Press,2,2,0,75 lbs x 5 reps,,75 lbs,5
2013-02-13 09:36,Overhead Press,2,3,0,95 lbs x 3 reps,,95 lbs,3
2013-02-13 09:36,Overhead Press,2,4,0,130 lbs x 5 reps,,130 lbs,5
2013-02-13 09:36,Overhead Press,2,5,0,130 lbs x 5 reps,,130 lbs,5
2013-02-13 09:36,Overhead Press,2,6,1,130 lbs x 5 reps,,130 lbs,5
2013-02-13 09:36,Chin-Up,3,1,0,5 reps,,,5
2013-02-13 09:36,Chin-Up,3,2,0,5 reps,,,5
2013-02-13 09:36,Chin-Up,3,3,0,5 reps,,,5
2013-02-13 09:36,Deadlift,4,1,0,135 lbs x 5 reps,,135 lbs,5
2013-02-13 09:36,Deadlift,4,2,0,175 lbs x 5 reps,,175 lbs,5
2013-02-13 09:36,Deadlift,4,3,0,200 lbs x 3 reps,,200 lbs,3
2013-02-13 09:36,Deadlift,4,4,1,290 lbs x 5 reps,,290 lbs,5
