Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-10 19:59,Foam Rolling,1,1,0,12:00,720 sec,,
2013-02-10 19:59,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-02-10 19:59,Squat,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-10 19:59,Squat,3,2,0,135 lbs x 5 reps,,135 lbs,5
2013-02-10 19:59,Squat,3,3,0,185 lbs x 3 reps,,185 lbs,3
2013-02-10 19:59,Squat,3,4,0,230 lbs x 5 reps,,230 lbs,5
2013-02-10 19:59,Squat,3,5,0,230 lbs x 5 reps,,230 lbs,5
2013-02-10 19:59,Squat,3,6,1,230 lbs x 5 reps,,230 lbs,5
2013-02-10 19:59,Bench Press,4,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-10 19:59,Bench Press,4,2,0,135 lbs x 3 reps,,135 lbs,3
2013-02-10 19:59,Bench Press,4,3,0,160 lbs x 5 reps,,160 lbs,5
2013-02-10 19:59,Bench Press,4,4,0,160 lbs x 5 reps,,160 lbs,5
2013-02-10 19:59,Bench Press,4,5,0,160 lbs x 6 reps,,160 lbs,6
