Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-27 09:57,Foam Rolling,1,1,0,20:00,1200 sec,,
2013-02-27 09:57,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2013-02-27 09:57,Deadlift,3,1,0,135 lbs x 5 reps,,135 lbs,5
2013-02-27 09:57,Deadlift,3,2,0,185 lbs x 5 reps,,185 lbs,5
2013-02-27 09:57,Deadlift,3,3,0,225 lbs x 3 reps,,225 lbs,3
2013-02-27 09:57,Deadlift,3,4,1,300 lbs x 5 reps,,300 lbs,5
2013-02-27 09:57,Overhead Press,4,1,0,45 lbs x 5 reps,,45 lbs,5
2013-02-27 09:57,Overhead Press,4,2,0,75 lbs x 5 reps,,75 lbs,5
2013-02-27 09:57,Overhead Press,4,3,0,95 lbs x 3 reps,,95 lbs,3
2013-02-27 09:57,Overhead Press,4,4,0,122.5 lbs x 5 reps,,122.5 lbs,5
2013-02-27 09:57,Overhead Press,4,5,0,122.5 lbs x 5 reps,,122.5 lbs,5
2013-02-27 09:57,Overhead Press,4,6,0,122.5 lbs x 5 reps,,122.5 lbs,5
2013-02-27 09:57,Chin-Up,5,1,0,5 reps,,,5
2013-02-27 09:57,Chin-Up,5,2,0,5 reps,,,5
2013-02-27 09:57,Chin-Up,5,3,0,5 reps,,,5
