Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-02-25 10:04,Foam Rolling,1,1,0,10:00,600 sec,,
2013-02-25 10:04,Squat,2,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-25 10:04,Squat,2,2,0,135 lbs x 5 reps,,135 lbs,5
2013-02-25 10:04,Squat,2,3,0,185 lbs x 3 reps,,185 lbs,3
2013-02-25 10:04,Squat,2,4,0,220 lbs x 5 reps,,220 lbs,5
2013-02-25 10:04,Squat,2,5,0,220 lbs x 5 reps,,220 lbs,5
2013-02-25 10:04,Squat,2,6,0,220 lbs x 5 reps,,220 lbs,5
2013-02-25 10:04,Bench Press,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-02-25 10:04,Bench Press,3,2,0,135 lbs x 3 reps,,135 lbs,3
2013-02-25 10:04,Bench Press,3,3,0,170 lbs x 5 reps,,170 lbs,5
2013-02-25 10:04,Bench Press,3,4,0,170 lbs x 5 reps,,170 lbs,5
2013-02-25 10:04,Bench Press,3,5,0,170 lbs x 5 reps,,170 lbs,5
