Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-11-02 11:33,One-Arm Kettlebell Swing,1,1,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,One-Arm Kettlebell Swing,1,2,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,One-Arm Kettlebell Swing,1,3,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,One-Arm Kettlebell Swing,1,4,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,One-Arm Kettlebell Swing,1,5,1,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,Kettlebell Squat,2,1,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,Kettlebell Squat,2,2,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,Kettlebell Squat,2,3,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,Kettlebell Squat,2,4,0,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,Kettlebell Squat,2,5,1,44 lbs x 10 reps,44 lbs,10
2013-11-02 11:33,Push Up,3,1,0,10 reps,,10
2013-11-02 11:33,Push Up,3,2,0,10 reps,,10
2013-11-02 11:33,Push Up,3,3,0,10 reps,,10
2013-11-02 11:33,Push Up,3,4,0,10 reps,,10
2013-11-02 11:33,Push Up,3,5,0,10 reps,,10
