Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-11-06 09:35,Squat,1,1,0,135 lbs x 5 reps,135 lbs,5
2013-11-06 09:35,Squat,1,2,0,10 lbs x 5 reps,10 lbs,5
2013-11-06 09:35,Squat,1,3,0,195 lbs x 5 reps,195 lbs,5
2013-11-06 09:35,Squat,1,4,0,195 lbs x 5 reps,195 lbs,5
2013-11-06 09:35,Overhead Press,2,1,0,85 lbs x 5 reps,85 lbs,5
2013-11-06 09:35,Overhead Press,2,2,0,105 lbs x 5 reps,105 lbs,5
2013-11-06 09:35,Overhead Press,2,3,0,125 lbs x 5 reps,125 lbs,5
2013-11-06 09:35,Overhead Press,2,4,0,140 lbs x 5 reps,140 lbs,5
2013-11-06 09:35,Deadlift,3,1,0,200 lbs x 5 reps,200 lbs,5
2013-11-06 09:35,Deadlift,3,2,0,235 lbs x 5 reps,235 lbs,5
2013-11-06 09:35,Deadlift,3,3,0,275 lbs x 5 reps,275 lbs,5
2013-11-06 09:35,Deadlift,3,4,1,315 lbs x 5 reps,315 lbs,5
