Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-11-28 12:13,Deadlift,1,1,0,135 lbs x 5 reps,135 lbs,5
2013-11-28 12:13,Deadlift,1,2,0,165 lbs x 5 reps,165 lbs,5
2013-11-28 12:13,Deadlift,1,3,0,200 lbs x 3 reps,200 lbs,3
2013-11-28 12:13,Deadlift,1,4,0,215 lbs x 5 reps,215 lbs,5
2013-11-28 12:13,Deadlift,1,5,0,250 lbs x 5 reps,250 lbs,5
2013-11-28 12:13,Deadlift,1,6,0,285 lbs x 7 reps,285 lbs,7
2013-11-28 12:13,Bulgarian Split Squat,2,1,0,55 lbs x 5 reps,55 lbs,5
2013-11-28 12:13,Bulgarian Split Squat,2,2,0,55 lbs x 5 reps,55 lbs,5
2013-11-28 12:13,Bulgarian Split Squat,2,3,0,60 lbs x 5 reps,60 lbs,5
2013-11-28 12:13,Bulgarian Split Squat,2,4,0,60 lbs x 5 reps,60 lbs,5
2013-11-28 12:13,Calf Raise,3,1,0,0 lbs x 10 reps,0 lbs,10
2013-11-28 12:13,Calf Raise,3,2,0,0 lbs x 10 reps,0 lbs,10
2013-11-28 12:13,Calf Raise,3,3,1,0 lbs x 10 reps,0 lbs,10
2013-11-28 12:13,Kneeling Barbell Ab Rollout,4,1,0,5 reps,,5
2013-11-28 12:13,Kneeling Barbell Ab Rollout,4,2,0,5 reps,,5
2013-11-28 12:13,Kneeling Barbell Ab Rollout,4,3,0,5 reps,,5
2013-11-28 12:13,Kneeling Barbell Ab Rollout,4,4,0,5 reps,,5
