Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-11-11 10:13,Squat,1,1,0,135 lbs x 5 reps,135 lbs,5
2013-11-11 10:13,Squat,1,2,0,165 lbs x 5 reps,165 lbs,5
2013-11-11 10:13,Squat,1,3,0,200 lbs x 5 reps,200 lbs,5
2013-11-11 10:13,Squat,1,4,0,235 lbs x 5 reps,235 lbs,5
2013-11-11 10:13,Squat,1,5,0,265 lbs x 5 reps,265 lbs,5
2013-11-11 10:13,Bench Press,2,1,0,95 lbs x 5 reps,95 lbs,5
2013-11-11 10:13,Bench Press,2,2,0,120 lbs x 5 reps,120 lbs,5
2013-11-11 10:13,Bench Press,2,3,0,145 lbs x 5 reps,145 lbs,5
2013-11-11 10:13,Bench Press,2,4,0,165 lbs x 5 reps,165 lbs,5
2013-11-11 10:13,Bench Press,2,5,0,190 lbs x 5 reps,190 lbs,5
2013-11-11 10:13,Pendlay Row,3,1,0,95 lbs x 5 reps,95 lbs,5
2013-11-11 10:13,Pendlay Row,3,2,0,105 lbs x 5 reps,105 lbs,5
2013-11-11 10:13,Pendlay Row,3,3,0,125 lbs x 5 reps,125 lbs,5
2013-11-11 10:13,Pendlay Row,3,4,0,150 lbs x 5 reps,150 lbs,5
2013-11-11 10:13,Pendlay Row,3,5,0,170 lbs x 5 reps,170 lbs,5
