Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-11-29 14:25,Bench Press,1,1,0,80 lbs x 5 reps,80 lbs,5
2013-11-29 14:25,Bench Press,1,2,0,100 lbs x 5 reps,100 lbs,5
2013-11-29 14:25,Bench Press,1,3,0,120 lbs x 3 reps,120 lbs,3
2013-11-29 14:25,Bench Press,1,4,0,130 lbs x 5 reps,130 lbs,5
2013-11-29 14:25,Bench Press,1,5,0,150 lbs x 5 reps,150 lbs,5
2013-11-29 14:25,Bench Press,1,6,0,170 lbs x 8 reps,170 lbs,8
2013-11-29 14:25,Weighted Dip,2,1,0,20 lbs x 5 reps,20 lbs,5
2013-11-29 14:25,Weighted Dip,2,2,0,20 lbs x 5 reps,20 lbs,5
2013-11-29 14:25,Weighted Dip,2,3,0,20 lbs x 5 reps,20 lbs,5
2013-11-29 14:25,Weighted Dip,2,4,0,20 lbs x 5 reps,20 lbs,5
2013-11-29 14:25,Dumbbell Row,3,1,0,75 lbs x 6 reps,75 lbs,6
2013-11-29 14:25,Dumbbell Row,3,2,0,75 lbs x 6 reps,75 lbs,6
2013-11-29 14:25,Dumbbell Row,3,3,0,75 lbs x 6 reps,75 lbs,6
2013-11-29 14:25,Dumbbell Row,3,4,1,75 lbs x 7 reps,75 lbs,7
2013-11-29 14:25,Dumbbell Curl,4,1,0,30 lbs x 8 reps,30 lbs,8
2013-11-29 14:25,Dumbbell Curl,4,2,0,30 lbs x 7 reps,30 lbs,7
2013-11-29 14:25,Dumbbell Curl,4,3,0,30 lbs x 4 reps,30 lbs,4
