Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-11-26 09:21,Overhead Press,1,1,0,60 lbs x 5 reps,60 lbs,5
2013-11-26 09:21,Overhead Press,1,2,0,75 lbs x 5 reps,75 lbs,5
2013-11-26 09:21,Overhead Press,1,3,0,90 lbs x 3 reps,90 lbs,3
2013-11-26 09:21,Overhead Press,1,4,0,95 lbs x 5 reps,95 lbs,5
2013-11-26 09:21,Overhead Press,1,5,0,110 lbs x 5 reps,110 lbs,5
2013-11-26 09:21,Overhead Press,1,6,1,125 lbs x 8 reps,125 lbs,8
2013-11-26 09:21,Weighted Dip,2,1,0,20 lbs x 5 reps,20 lbs,5
2013-11-26 09:21,Weighted Dip,2,2,0,20 lbs x 5 reps,20 lbs,5
2013-11-26 09:21,Weighted Dip,2,3,0,20 lbs x 5 reps,20 lbs,5
2013-11-26 09:21,Weighted Dip,2,4,1,20 lbs x 5 reps,20 lbs,5
2013-11-26 09:21,Weighted Chin-Up,3,1,0,10 lbs x 5 reps,10 lbs,5
2013-11-26 09:21,Weighted Chin-Up,3,2,0,10 lbs x 5 reps,10 lbs,5
2013-11-26 09:21,Weighted Chin-Up,3,3,0,10 lbs x 5 reps,10 lbs,5
2013-11-26 09:21,Weighted Chin-Up,3,4,1,10 lbs x 5 reps,10 lbs,5
