Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-11-04 09:32,Squat,1,1,0,135 lbs x 5 reps,135 lbs,5
2013-11-04 09:32,Squat,1,2,0,160 lbs x 5 reps,160 lbs,5
2013-11-04 09:32,Squat,1,3,0,195 lbs x 5 reps,195 lbs,5
2013-11-04 09:32,Squat,1,4,0,225 lbs x 5 reps,225 lbs,5
2013-11-04 09:32,Squat,1,5,0,260 lbs x 5 reps,260 lbs,5
2013-11-04 09:32,Bench Press,2,1,0,95 lbs x 5 reps,95 lbs,5
2013-11-04 09:32,Bench Press,2,2,0,115 lbs x 5 reps,115 lbs,5
2013-11-04 09:32,Bench Press,2,3,0,140 lbs x 5 reps,140 lbs,5
2013-11-04 09:32,Bench Press,2,4,0,165 lbs x 5 reps,165 lbs,5
2013-11-04 09:32,Bench Press,2,5,0,185 lbs x 5 reps,185 lbs,5
2013-11-04 09:32,Pendlay Row,3,1,0,80 lbs x 5 reps,80 lbs,5
2013-11-04 09:32,Pendlay Row,3,2,0,105 lbs x 5 reps,105 lbs,5
2013-11-04 09:32,Pendlay Row,3,3,0,125 lbs x 5 reps,125 lbs,5
2013-11-04 09:32,Pendlay Row,3,4,0,145 lbs x 5 reps,145 lbs,5
2013-11-04 09:32,Pendlay Row,3,5,0,165 lbs x 5 reps,165 lbs,5
