Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-05-26 11:23,Bench Press,1,1,0,85 lbs x 5 reps,85 lbs,5
2014-05-26 11:23,Bench Press,1,2,0,105 lbs x 5 reps,105 lbs,5
2014-05-26 11:23,Bench Press,1,3,0,125 lbs x 3 reps,125 lbs,3
2014-05-26 11:23,Bench Press,1,4,0,145 lbs x 3 reps,145 lbs,3
2014-05-26 11:23,Bench Press,1,5,0,165 lbs x 3 reps,165 lbs,3
2014-05-26 11:23,Bench Press,1,6,0,185 lbs x 5 reps,185 lbs,5
2014-05-26 11:23,Bodyweight Bulgarian Split Squat,2,1,0,5 reps,,5
2014-05-26 11:23,Bulgarian Split Squat,3,1,0,50 lbs x 5 reps,50 lbs,5
2014-05-26 11:23,Bulgarian Split Squat,3,2,0,100 lbs x 5 reps,100 lbs,5
2014-05-26 11:23,Bulgarian Split Squat,3,3,0,100 lbs x 5 reps,100 lbs,5
2014-05-26 11:23,Bulgarian Split Squat,3,4,1,100 lbs x 5 reps,100 lbs,5
2014-05-26 11:23,Chin-Up,4,1,0,5 reps,,5
2014-05-26 11:23,Chin-Up,4,2,0,5 reps,,5
2014-05-26 11:23,Chin-Up,4,3,0,5 reps,,5
2014-05-26 11:23,Chin-Up,4,4,0,5 reps,,5
2014-05-26 11:23,Kettlebell Snatch,5,1,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,2,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,3,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,4,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,5,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,6,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,7,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,8,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,9,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,10,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,11,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,12,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,13,0,35 lbs x 7 reps,35 lbs,7
2014-05-26 11:23,Kettlebell Snatch,5,14,0,35 lbs x 7 reps,35 lbs,7
