Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-05-05 22:17,Bench Press,1,1,0,80 lbs x 5 reps,80 lbs,5
2014-05-05 22:17,Bench Press,1,2,0,100 lbs x 5 reps,100 lbs,5
2014-05-05 22:17,Bench Press,1,3,0,120 lbs x 3 reps,120 lbs,3
2014-05-05 22:17,Bench Press,1,4,0,140 lbs x 3 reps,140 lbs,3
2014-05-05 22:17,Bench Press,1,5,0,160 lbs x 3 reps,160 lbs,3
2014-05-05 22:17,Bench Press,1,6,0,180 lbs x 8 reps,180 lbs,8
2014-05-05 22:17,Bodyweight Bulgarian Split Squat,2,1,0,5 reps,,5
2014-05-05 22:17,Bulgarian Split Squat,3,1,0,45 lbs x 5 reps,45 lbs,5
2014-05-05 22:17,Bulgarian Split Squat,3,2,0,90 lbs x 5 reps,90 lbs,5
2014-05-05 22:17,Bulgarian Split Squat,3,3,0,90 lbs x 5 reps,90 lbs,5
2014-05-05 22:17,Bulgarian Split Squat,3,4,1,90 lbs x 5 reps,90 lbs,5
2014-05-05 22:17,Calf Raise,4,1,0,180 lbs x 8 reps,180 lbs,8
2014-05-05 22:17,Calf Raise,4,2,0,180 lbs x 8 reps,180 lbs,8
2014-05-05 22:17,Calf Raise,4,3,0,180 lbs x 8 reps,180 lbs,8
2014-05-05 22:17,Calf Raise,4,4,1,180 lbs x 8 reps,180 lbs,8
2014-05-05 22:17,Chin-Up,5,1,0,5 reps,,5
2014-05-05 22:17,Chin-Up,5,2,0,5 reps,,5
2014-05-05 22:17,Chin-Up,5,3,0,5 reps,,5
2014-05-05 22:17,Chin-Up,5,4,0,5 reps,,5
2014-05-05 22:17,EZ-Bar Skullcrusher,6,1,0,60 lbs x 8 reps,60 lbs,8
2014-05-05 22:17,EZ-Bar Skullcrusher,6,2,0,60 lbs x 8 reps,60 lbs,8
2014-05-05 22:17,EZ-Bar Skullcrusher,6,3,1,60 lbs x 8 reps,60 lbs,8
2014-05-05 22:17,Curl,7,1,0,60 lbs x 8 reps,60 lbs,8
2014-05-05 22:17,Curl,7,2,0,60 lbs x 8 reps,60 lbs,8
2014-05-05 22:17,Curl,7,3,0,60 lbs x 8 reps,60 lbs,8
