Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-05-19 08:57,Bench Press,1,1,0,85 lbs x 5 reps,85 lbs,5
2014-05-19 08:57,Bench Press,1,2,0,105 lbs x 5 reps,105 lbs,5
2014-05-19 08:57,Bench Press,1,3,0,125 lbs x 3 reps,125 lbs,3
2014-05-19 08:57,Bench Press,1,4,0,135 lbs x 5 reps,135 lbs,5
2014-05-19 08:57,Bench Press,1,5,0,155 lbs x 5 reps,155 lbs,5
2014-05-19 08:57,Bench Press,1,6,0,175 lbs x 9 reps,175 lbs,9
2014-05-19 08:57,Bodyweight Bulgarian Split Squat,2,1,0,5 reps,,5
2014-05-19 08:57,Bulgarian Split Squat,3,1,0,45 lbs x 5 reps,45 lbs,5
2014-05-19 08:57,Bulgarian Split Squat,3,2,0,95 lbs x 5 reps,95 lbs,5
2014-05-19 08:57,Bulgarian Split Squat,3,3,0,95 lbs x 5 reps,95 lbs,5
2014-05-19 08:57,Bulgarian Split Squat,3,4,1,95 lbs x 5 reps,95 lbs,5
2014-05-19 08:57,Chin-Up,4,1,0,5 reps,,5
2014-05-19 08:57,Chin-Up,4,2,0,5 reps,,5
2014-05-19 08:57,Chin-Up,4,3,0,5 reps,,5
2014-05-19 08:57,Chin-Up,4,4,0,5 reps,,5
2014-05-19 08:57,Calf Raise,5,1,0,275 lbs x 8 reps,275 lbs,8
2014-05-19 08:57,Calf Raise,5,2,0,275 lbs x 8 reps,275 lbs,8
2014-05-19 08:57,Calf Raise,5,3,0,275 lbs x 8 reps,275 lbs,8
2014-05-19 08:57,Calf Raise,5,4,1,275 lbs x 8 reps,275 lbs,8
