Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-05-12 08:56,Bench Press,1,1,0,80 lbs x 5 reps,80 lbs,5
2014-05-12 08:56,Bench Press,1,2,0,100 lbs x 5 reps,100 lbs,5
2014-05-12 08:56,Bench Press,1,3,0,120 lbs x 3 reps,120 lbs,3
2014-05-12 08:56,Bench Press,1,4,0,150 lbs x 5 reps,150 lbs,5
2014-05-12 08:56,Bench Press,1,5,0,170 lbs x 3 reps,170 lbs,3
2014-05-12 08:56,Bench Press,1,6,0,190 lbs x 5 reps,190 lbs,5
2014-05-12 08:56,Bodyweight Bulgarian Split Squat,2,1,0,5 reps,,5
2014-05-12 08:56,Bulgarian Split Squat,3,1,0,45 lbs x 5 reps,45 lbs,5
2014-05-12 08:56,Bulgarian Split Squat,3,2,0,90 lbs x 5 reps,90 lbs,5
2014-05-12 08:56,Bulgarian Split Squat,3,3,0,90 lbs x 5 reps,90 lbs,5
2014-05-12 08:56,Bulgarian Split Squat,3,4,0,90 lbs x 5 reps,90 lbs,5
2014-05-12 08:56,Bulgarian Split Squat,3,5,0,90 lbs x 5 reps,90 lbs,5
2014-05-12 08:56,Weighted Dip,4,1,0,25 lbs x 5 reps,25 lbs,5
2014-05-12 08:56,Weighted Dip,4,2,0,25 lbs x 5 reps,25 lbs,5
2014-05-12 08:56,Weighted Dip,4,3,0,25 lbs x 5 reps,25 lbs,5
2014-05-12 08:56,Weighted Dip,4,4,0,25 lbs x 5 reps,25 lbs,5
2014-05-12 08:56,Chin-Up,5,1,0,5 reps,,5
2014-05-12 08:56,Chin-Up,5,2,0,5 reps,,5
2014-05-12 08:56,Chin-Up,5,3,0,5 reps,,5
2014-05-12 08:56,Chin-Up,5,4,0,5 reps,,5
2014-05-12 08:56,Calf Raise,6,1,0,210 lbs x 8 reps,210 lbs,8
2014-05-12 08:56,Calf Raise,6,2,0,210 lbs x 8 reps,210 lbs,8
2014-05-12 08:56,Calf Raise,6,3,1,210 lbs x 8 reps,210 lbs,8
2014-05-12 08:56,Curl,7,1,0,60 lbs x 8 reps,60 lbs,8
2014-05-12 08:56,Curl,7,2,0,60 lbs x 8 reps,60 lbs,8
2014-05-12 08:56,Curl,7,3,0,60 lbs x 8 reps,60 lbs,8
