Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-05-08 08:54,Overhead Press,1,1,0,60 lbs x 5 reps,60 lbs,5
2014-05-08 08:54,Overhead Press,1,2,0,70 lbs x 5 reps,70 lbs,5
2014-05-08 08:54,Overhead Press,1,3,0,85 lbs x 3 reps,85 lbs,3
2014-05-08 08:54,Overhead Press,1,4,0,100 lbs x 3 reps,100 lbs,3
2014-05-08 08:54,Overhead Press,1,5,0,115 lbs x 3 reps,115 lbs,3
2014-05-08 08:54,Overhead Press,1,6,0,130 lbs x 5 reps,130 lbs,5
2014-05-08 08:54,Deadlift,2,1,0,135 lbs x 5 reps,135 lbs,5
2014-05-08 08:54,Deadlift,2,2,0,165 lbs x 5 reps,165 lbs,5
2014-05-08 08:54,Deadlift,2,3,0,200 lbs x 3 reps,200 lbs,3
2014-05-08 08:54,Deadlift,2,4,0,235 lbs x 3 reps,235 lbs,3
2014-05-08 08:54,Deadlift,2,5,0,265 lbs x 3 reps,265 lbs,3
2014-05-08 08:54,Deadlift,2,6,0,300 lbs x 3 reps,300 lbs,3
