Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-02-04 09:15,Overhead Press,1,1,0,65 lbs x 5 reps,65 lbs,5
2014-02-04 09:15,Overhead Press,1,2,0,80 lbs x 5 reps,80 lbs,5
2014-02-04 09:15,Overhead Press,1,3,0,95 lbs x 3 reps,95 lbs,3
2014-02-04 09:15,Overhead Press,1,4,0,105 lbs x 3 reps,105 lbs,3
2014-02-04 09:15,Overhead Press,1,5,0,125 lbs x 3 reps,125 lbs,3
2014-02-04 09:15,Overhead Press,1,6,0,140 lbs x 4 reps,140 lbs,4
2014-02-04 09:15,Weighted Dip,2,1,0,35 lbs x 5 reps,35 lbs,5
2014-02-04 09:15,Weighted Dip,2,2,0,35 lbs x 5 reps,35 lbs,5
2014-02-04 09:15,Weighted Dip,2,3,0,35 lbs x 5 reps,35 lbs,5
2014-02-04 09:15,Weighted Dip,2,4,0,35 lbs x 5 reps,35 lbs,5
2014-02-04 09:15,Chin-Up,3,1,0,5 reps,,5
2014-02-04 09:15,Chin-Up,3,2,0,5 reps,,5
2014-02-04 09:15,Chin-Up,3,3,0,5 reps,,5
2014-02-04 09:15,Chin-Up,3,4,0,5 reps,,5
