Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-02-16 18:47,Overhead Press,1,1,0,65 lbs x 5 reps,65 lbs,5
2014-02-16 18:47,Overhead Press,1,2,0,80 lbs x 5 reps,80 lbs,5
2014-02-16 18:47,Overhead Press,1,3,0,95 lbs x 3 reps,95 lbs,3
2014-02-16 18:47,Overhead Press,1,4,0,110 lbs x 3 reps,110 lbs,3
2014-02-16 18:47,Overhead Press,1,5,0,125 lbs x 3 reps,125 lbs,3
2014-02-16 18:47,Overhead Press,1,6,0,140 lbs x 3 reps,140 lbs,3
2014-02-16 18:47,Overhead Press,1,7,1,155 lbs x 1 reps,155 lbs,1
2014-02-16 18:47,Chin-Up,2,1,0,5 reps,,5
2014-02-16 18:47,Chin-Up,2,2,0,5 reps,,5
2014-02-16 18:47,Chin-Up,2,3,0,5 reps,,5
2014-02-16 18:47,Chin-Up,2,4,0,5 reps,,5
2014-02-16 18:47,Curl,3,1,0,55 lbs x 8 reps,55 lbs,8
2014-02-16 18:47,Curl,3,2,0,55 lbs x 8 reps,55 lbs,8
2014-02-16 18:47,Curl,3,3,0,55 lbs x 6 reps,55 lbs,6
