Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-04-04 10:39,Foam Rolling,1,1,0,15:00,900 sec,,
2013-04-04 10:39,Bench Press,2,1,0,75 lbs x 5 reps,,75 lbs,5
2013-04-04 10:39,Bench Press,2,2,0,95 lbs x 5 reps,,95 lbs,5
2013-04-04 10:39,Bench Press,2,3,0,115 lbs x 3 reps,,115 lbs,3
2013-04-04 10:39,Bench Press,2,4,0,130 lbs x 3 reps,,130 lbs,3
2013-04-04 10:39,Bench Press,2,5,0,150 lbs x 3 reps,,150 lbs,3
2013-04-04 10:39,Bench Press,2,6,0,170 lbs x 6 reps,,170 lbs,6
2013-04-04 10:39,Overhead Press,3,1,0,70 lbs x 10 reps,,70 lbs,10
2013-04-04 10:39,Overhead Press,3,2,0,70 lbs x 10 reps,,70 lbs,10
2013-04-04 10:39,Overhead Press,3,3,0,70 lbs x 10 reps,,70 lbs,10
2013-04-04 10:39,Overhead Press,3,4,0,70 lbs x 10 reps,,70 lbs,10
2013-04-04 10:39,Overhead Press,3,5,0,70 lbs x 10 reps,,70 lbs,10
