Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-04-12 12:45,Foam Rolling,1,1,0,10:00,600 sec,,
2013-04-12 12:45,Bench Press,2,1,0,75 lbs x 5 reps,,75 lbs,5
2013-04-12 12:45,Bench Press,2,2,0,95 lbs x 5 reps,,95 lbs,5
2013-04-12 12:45,Bench Press,2,3,0,115 lbs x 3 reps,,115 lbs,3
2013-04-12 12:45,Bench Press,2,4,0,140 lbs x 5 reps,,140 lbs,5
2013-04-12 12:45,Bench Press,2,5,0,160 lbs x 3 reps,,160 lbs,3
2013-04-12 12:45,Bench Press,2,6,0,180 lbs x 5 reps,,180 lbs,5
2013-04-12 12:45,Weighted Dip,3,1,0,x 10 reps,,,10
2013-04-12 12:45,Weighted Dip,3,2,0,x 10 reps,,,10
2013-04-12 12:45,Weighted Dip,3,3,0,x 10 reps,,,10
2013-04-12 12:45,Weighted Dip,3,4,0,x 5 reps,,,5
