Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-09-29 20:22,Foam Rolling,1,1,0,8:00,480 sec,,
2012-09-29 20:22,Goblet Squat,2,1,0,35 lbs x 5 reps,,35 lbs,5
2012-09-29 20:22,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-09-29 20:22,Overhead Press,3,2,0,65 lbs x 5 reps,,65 lbs,5
2012-09-29 20:22,Overhead Press,3,3,0,85 lbs x 5 reps,,85 lbs,5
2012-09-29 20:22,Overhead Press,3,4,0,85 lbs x 5 reps,,85 lbs,5
2012-09-29 20:22,Overhead Press,3,5,0,85 lbs x 6 reps,,85 lbs,6
2012-09-29 20:22,Weighted Dip,4,1,0,x 8 reps,,,8
2012-09-29 20:22,Weighted Dip,4,2,0,x 8 reps,,,8
2012-09-29 20:22,Squat,5,1,0,45 lbs x 5 reps,,45 lbs,5
2012-09-29 20:22,Squat,5,2,0,65 lbs x 5 reps,,65 lbs,5
2012-09-29 20:22,Squat,5,3,0,85 lbs x 5 reps,,85 lbs,5
2012-09-29 20:22,Squat,5,4,0,110 lbs x 5 reps,,110 lbs,5
2012-09-29 20:22,Squat,5,5,0,110 lbs x 5 reps,,110 lbs,5
2012-09-29 20:22,Squat,5,6,1,110 lbs x 9 reps,,110 lbs,9
