Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-02 09:39,Squat,1,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-02 09:39,Squat,1,2,0,115 lbs x 5 reps,115 lbs,5
2014-04-02 09:39,Squat,1,3,0,140 lbs x 5 reps,140 lbs,5
2014-04-02 09:39,Squat,1,4,0,140 lbs x 5 reps,140 lbs,5
2014-04-02 09:39,Overhead Press,2,1,0,75 lbs x 5 reps,75 lbs,5
2014-04-02 09:39,Overhead Press,2,2,0,90 lbs x 5 reps,90 lbs,5
2014-04-02 09:39,Overhead Press,2,3,0,105 lbs x 5 reps,105 lbs,5
2014-04-02 09:39,Overhead Press,2,4,0,125 lbs x 5 reps,125 lbs,5
2014-04-02 09:39,Deadlift,3,1,0,165 lbs x 5 reps,165 lbs,5
2014-04-02 09:39,Deadlift,3,2,0,200 lbs x 5 reps,200 lbs,5
2014-04-02 09:39,Deadlift,3,3,0,235 lbs x 5 reps,235 lbs,5
2014-04-02 09:39,Deadlift,3,4,0,265 lbs x 5 reps,265 lbs,5
