Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-11 10:15,Bench Press,1,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-11 10:15,Bench Press,1,2,0,120 lbs x 5 reps,120 lbs,5
2014-04-11 10:15,Bench Press,1,3,0,145 lbs x 5 reps,145 lbs,5
2014-04-11 10:15,Bench Press,1,4,0,165 lbs x 5 reps,165 lbs,5
2014-04-11 10:15,Bench Press,1,5,0,195 lbs x 3 reps,195 lbs,3
2014-04-11 10:15,Bench Press,1,6,0,145 lbs x 8 reps,145 lbs,8
2014-04-11 10:15,Chin-Up,2,1,0,5 reps,,5
2014-04-11 10:15,Chin-Up,2,2,0,5 reps,,5
2014-04-11 10:15,Chin-Up,2,3,0,5 reps,,5
2014-04-11 10:15,Chin-Up,2,4,0,5 reps,,5
2014-04-11 10:15,Chin-Up,2,5,0,5 reps,,5
2014-04-11 10:15,Bodyweight Bulgarian Split Squat,3,1,0,5 reps,,5
2014-04-11 10:15,Bulgarian Split Squat,4,1,0,30 lbs x 5 reps,30 lbs,5
2014-04-11 10:15,Bulgarian Split Squat,4,2,0,60 lbs x 5 reps,60 lbs,5
2014-04-11 10:15,Bulgarian Split Squat,4,3,0,60 lbs x 5 reps,60 lbs,5
2014-04-11 10:15,Bulgarian Split Squat,4,4,0,60 lbs x 5 reps,60 lbs,5
2014-04-11 10:15,Curl,5,1,0,55 lbs x 8 reps,55 lbs,8
2014-04-11 10:15,Curl,5,2,0,55 lbs x 8 reps,55 lbs,8
2014-04-11 10:15,EZ-Bar Skullcrusher,6,1,0,55 lbs x 8 reps,55 lbs,8
2014-04-11 10:15,EZ-Bar Skullcrusher,6,2,1,55 lbs x 8 reps,55 lbs,8
