Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-18 09:47,Bench Press,1,1,0,100 lbs x 5 reps,100 lbs,5
2014-04-18 09:47,Bench Press,1,2,0,120 lbs x 5 reps,120 lbs,5
2014-04-18 09:47,Bench Press,1,3,0,145 lbs x 5 reps,145 lbs,5
2014-04-18 09:47,Bench Press,1,4,0,170 lbs x 5 reps,170 lbs,5
2014-04-18 09:47,Bench Press,1,5,0,200 lbs x 3 reps,200 lbs,3
2014-04-18 09:47,Bench Press,1,6,0,145 lbs x 8 reps,145 lbs,8
2014-04-18 09:47,Chin-Up,2,1,0,5 reps,,5
2014-04-18 09:47,Chin-Up,2,2,0,5 reps,,5
2014-04-18 09:47,Chin-Up,2,3,0,5 reps,,5
2014-04-18 09:47,Chin-Up,2,4,0,5 reps,,5
2014-04-18 09:47,Chin-Up,2,5,0,5 reps,,5
2014-04-18 09:47,Bulgarian Split Squat,3,1,0,70 lbs x 5 reps,70 lbs,5
2014-04-18 09:47,Curl,4,1,0,55 lbs x 8 reps,55 lbs,8
2014-04-18 09:47,Curl,4,2,0,55 lbs x 8 reps,55 lbs,8
2014-04-18 09:47,Curl,4,3,0,55 lbs x 8 reps,55 lbs,8
2014-04-18 09:47,EZ-Bar Skullcrusher,5,1,0,55 lbs x 8 reps,55 lbs,8
2014-04-18 09:47,EZ-Bar Skullcrusher,5,2,0,55 lbs x 8 reps,55 lbs,8
2014-04-18 09:47,EZ-Bar Skullcrusher,5,3,0,55 lbs x 8 reps,55 lbs,8
