Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-07 08:25,Squat,1,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-07 08:25,Squat,1,2,0,120 lbs x 5 reps,120 lbs,5
2014-04-07 08:25,Squat,1,3,0,145 lbs x 5 reps,145 lbs,5
2014-04-07 08:25,Squat,1,4,0,165 lbs x 5 reps,165 lbs,5
2014-04-07 08:25,Squat,1,5,0,185 lbs x 5 reps,185 lbs,5
2014-04-07 08:25,Bench Press,2,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-07 08:25,Bench Press,2,2,0,120 lbs x 5 reps,120 lbs,5
2014-04-07 08:25,Bench Press,2,3,0,145 lbs x 5 reps,145 lbs,5
2014-04-07 08:25,Bench Press,2,4,0,165 lbs x 5 reps,165 lbs,5
2014-04-07 08:25,Bench Press,2,5,0,185 lbs x 5 reps,185 lbs,5
2014-04-07 08:25,Chin-Up,3,1,0,5 reps,,5
2014-04-07 08:25,Chin-Up,3,2,0,5 reps,,5
2014-04-07 08:25,Chin-Up,3,3,0,5 reps,,5
2014-04-07 08:25,Chin-Up,3,4,0,5 reps,,5
