Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-09 08:23,Squat,1,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-09 08:23,Squat,1,2,0,120 lbs x 5 reps,120 lbs,5
2014-04-09 08:23,Squat,1,3,0,145 lbs x 5 reps,145 lbs,5
2014-04-09 08:23,Squat,1,4,0,145 lbs x 5 reps,145 lbs,5
2014-04-09 08:23,Overhead Press,2,1,0,80 lbs x 5 reps,80 lbs,5
2014-04-09 08:23,Overhead Press,2,2,0,95 lbs x 5 reps,95 lbs,5
2014-04-09 08:23,Overhead Press,2,3,0,110 lbs x 5 reps,110 lbs,5
2014-04-09 08:23,Overhead Press,2,4,0,125 lbs x 5 reps,125 lbs,5
2014-04-09 08:23,Deadlift,3,1,0,170 lbs x 5 reps,170 lbs,5
2014-04-09 08:23,Deadlift,3,2,0,205 lbs x 5 reps,205 lbs,5
2014-04-09 08:23,Deadlift,3,3,0,240 lbs x 5 reps,240 lbs,5
2014-04-09 08:23,Deadlift,3,4,0,275 lbs x 5 reps,275 lbs,5
2014-04-09 08:23,Hyperextension,4,1,0,8 reps,,8
2014-04-09 08:23,Hyperextension,4,2,0,8 reps,,8
