Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-04 08:04,Squat,1,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-04 08:04,Squat,1,2,0,115 lbs x 5 reps,115 lbs,5
2014-04-04 08:04,Squat,1,3,0,140 lbs x 5 reps,140 lbs,5
2014-04-04 08:04,Squat,1,4,0,165 lbs x 5 reps,165 lbs,5
2014-04-04 08:04,Squat,1,5,0,190 lbs x 3 reps,190 lbs,3
2014-04-04 08:04,Squat,1,6,0,140 lbs x 8 reps,140 lbs,8
2014-04-04 08:04,Bench Press,2,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-04 08:04,Bench Press,2,2,0,115 lbs x 5 reps,115 lbs,5
2014-04-04 08:04,Bench Press,2,3,0,140 lbs x 5 reps,140 lbs,5
2014-04-04 08:04,Bench Press,2,4,0,165 lbs x 5 reps,165 lbs,5
2014-04-04 08:04,Bench Press,2,5,0,190 lbs x 3 reps,190 lbs,3
2014-04-04 08:04,Bench Press,2,6,0,140 lbs x 8 reps,140 lbs,8
2014-04-04 08:04,Chin-Up,3,1,0,5 reps,,5
2014-04-04 08:04,Chin-Up,3,2,0,5 reps,,5
2014-04-04 08:04,Chin-Up,3,3,0,5 reps,,5
2014-04-04 08:04,Chin-Up,3,4,0,5 reps,,5
2014-04-04 08:04,Hyperextension,4,1,0,8 reps,,8
2014-04-04 08:04,Hyperextension,4,2,0,8 reps,,8
2014-04-04 08:04,Curl,5,1,0,50 lbs x 8 reps,50 lbs,8
2014-04-04 08:04,Curl,5,2,0,50 lbs x 8 reps,50 lbs,8
2014-04-04 08:04,Curl,5,3,0,50 lbs x 8 reps,50 lbs,8
2014-04-04 08:04,EZ-Bar Skullcrusher,6,1,0,50 lbs x 8 reps,50 lbs,8
2014-04-04 08:04,EZ-Bar Skullcrusher,6,2,0,50 lbs x 8 reps,50 lbs,8
2014-04-04 08:04,EZ-Bar Skullcrusher,6,3,1,50 lbs x 8 reps,50 lbs,8
