Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-21 10:31,Bench Press,1,1,0,95 lbs x 5 reps,95 lbs,5
2014-04-21 10:31,Bench Press,1,2,0,135 lbs x 3 reps,135 lbs,3
2014-04-21 10:31,Bench Press,1,3,0,155 lbs x 1 reps,155 lbs,1
2014-04-21 10:31,Bench Press,1,4,0,185 lbs x 1 reps,185 lbs,1
2014-04-21 10:31,Bench Press,1,5,0,205 lbs x 1 reps,205 lbs,1
2014-04-21 10:31,Bench Press,1,6,1,225 lbs x 1 reps,225 lbs,1
2014-04-21 10:31,Deadlift,2,1,0,135 lbs x 5 reps,135 lbs,5
2014-04-21 10:31,Deadlift,2,2,0,185 lbs x 3 reps,185 lbs,3
2014-04-21 10:31,Deadlift,2,3,0,225 lbs x 1 reps,225 lbs,1
2014-04-21 10:31,Deadlift,2,4,0,275 lbs x 1 reps,275 lbs,1
2014-04-21 10:31,Deadlift,2,5,0,315 lbs x 1 reps,315 lbs,1
2014-04-21 10:31,Deadlift,2,6,0,345 lbs x 1 reps,345 lbs,1
2014-04-21 10:31,Deadlift,2,7,1,365 lbs x 1 reps,365 lbs,1
2014-04-21 10:31,Overhead Press,3,1,0,65 lbs x 1 reps,65 lbs,1
2014-04-21 10:31,Overhead Press,3,2,0,95 lbs x 1 reps,95 lbs,1
2014-04-21 10:31,Overhead Press,3,3,0,120 lbs x 1 reps,120 lbs,1
2014-04-21 10:31,Overhead Press,3,4,0,145 lbs x 1 reps,145 lbs,1
2014-04-21 10:31,Overhead Press,3,5,0,155 lbs x 1 reps,155 lbs,1
