Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,1,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,2,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,3,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,4,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,5,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,6,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,7,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,8,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,9,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Two-Arm Kettlebell Swing,1,10,0,44 lbs x 10 reps,44 lbs,10
2014-04-19 12:46,Kettlebell Turkish Get-Up,2,1,0,35 lbs x 1 reps,35 lbs,1
2014-04-19 12:46,Kettlebell Turkish Get-Up,2,2,0,35 lbs x 1 reps,35 lbs,1
2014-04-19 12:46,Kettlebell Turkish Get-Up,2,3,0,35 lbs x 1 reps,35 lbs,1
2014-04-19 12:46,Kettlebell Turkish Get-Up,2,4,0,35 lbs x 1 reps,35 lbs,1
2014-04-19 12:46,Kettlebell Turkish Get-Up,2,5,0,35 lbs x 1 reps,35 lbs,1
