Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-08-22 18:47,Foam Rolling,1,1,0,4:00,240 sec,,
2012-08-22 18:47,Goblet Squat,2,1,0,44 lbs x 5 reps,,44 lbs,5
2012-08-22 18:47,Goblet Squat,2,2,0,44 lbs x 5 reps,,44 lbs,5
2012-08-22 18:47,Chin-Up,3,1,0,1 reps,,,1
2012-08-22 18:47,Chin-Up,3,2,0,2 reps,,,2
2012-08-22 18:47,Chin-Up,3,3,0,3 reps,,,3
2012-08-22 18:47,Chin-Up,3,4,0,1 reps,,,1
2012-08-22 18:47,Chin-Up,3,5,0,2 reps,,,2
2012-08-22 18:47,Chin-Up,3,6,0,3 reps,,,3
2012-08-22 18:47,Chin-Up,3,7,0,1 reps,,,1
2012-08-22 18:47,Chin-Up,3,8,0,2 reps,,,2
2012-08-22 18:47,Chin-Up,3,9,0,3 reps,,,3
