Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-08-02 12:33,Foam Rolling,1,1,0,15:00,900 sec,,
2012-08-02 12:33,Foam Rolling,1,2,0,5:00,300 sec,,
2012-08-02 12:33,Goblet Squat,2,1,0,35 lbs x 5 reps,,35 lbs,5
2012-08-02 12:33,Goblet Squat,2,2,0,35 lbs x 5 reps,,35 lbs,5
2012-08-02 12:33,Chin-Up,3,1,0,1 reps,,,1
2012-08-02 12:33,Chin-Up,3,2,0,2 reps,,,2
2012-08-02 12:33,Chin-Up,3,3,0,3 reps,,,3
2012-08-02 12:33,Chin-Up,3,4,0,4 reps,,,4
2012-08-02 12:33,Chin-Up,3,5,0,1 reps,,,1
2012-08-02 12:33,Chin-Up,3,6,0,2 reps,,,2
2012-08-02 12:33,Chin-Up,3,7,0,3 reps,,,3
2012-08-02 12:33,Chin-Up,3,8,0,4 reps,,,4
2012-08-02 12:33,Chin-Up,3,9,0,1 reps,,,1
2012-08-02 12:33,Chin-Up,3,10,0,2 reps,,,2
2012-08-02 12:33,Chin-Up,3,11,0,3 reps,,,3
2012-08-02 12:33,Chin-Up,3,12,0,4 reps,,,4
2012-08-02 12:33,Chin-Up,3,13,0,1 reps,,,1
2012-08-02 12:33,Chin-Up,3,14,0,2 reps,,,2
2012-08-02 12:33,Chin-Up,3,15,0,3 reps,,,3
2012-08-02 12:33,Chin-Up,3,16,0,4 reps,,,4
2012-08-02 12:33,Chin-Up,3,17,0,1 reps,,,1
2012-08-02 12:33,Chin-Up,3,18,0,2 reps,,,2
2012-08-02 12:33,Chin-Up,3,19,0,3 reps,,,3
2012-08-02 12:33,Chin-Up,3,20,0,4 reps,,,4
